epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,1.0,,,
2.0,100.0,34.0,22464.0,500.0,14.705882,-200.0,-200.0,0.0063591464,0.02,1.0,,,
4.0,200.0,65.0,46464.0,1000.0,15.384615,-200.0,-200.0,0.075581476,0.02,1.0,,,
7.0,100.0,96.0,70464.0,1500.0,15.625,-200.0,-200.0,0.54283345,0.018,0.95555556,,,
9.0,200.0,128.0,94464.0,2000.0,15.625,-200.0,-200.0,0.74234724,0.018,0.9111111,,,
12.0,100.0,159.0,118464.0,2500.0,15.72327,-200.0,-200.0,0.60424995,0.0162,0.8666667,,,
14.0,200.0,191.0,142464.0,3000.0,15.706806,-200.0,-200.0,1.4943079,0.0162,0.82222223,,,
17.0,100.0,223.0,166464.0,3500.0,15.695067,-200.0,-200.0,3.1056664,0.01458,0.7777778,,,
19.0,200.0,254.0,190464.0,4000.0,15.748032,-200.0,-200.0,2.4758759,0.01458,0.73333335,,,
22.0,100.0,286.0,214464.0,4500.0,15.734265,-200.0,-200.0,4.9514494,0.013122,0.6888889,,,
24.0,200.0,318.0,238464.0,5000.0,15.72327,-200.0,-200.0,4.779951,0.013122,0.64444447,,,
27.0,100.0,350.0,262464.0,5500.0,15.714286,-200.0,-200.0,3.6038806,0.0118098,0.6,,,
29.0,200.0,381.0,286464.0,6000.0,15.748032,-200.0,-200.0,8.538817,0.0118098,0.5555556,,,
32.0,100.0,413.0,310464.0,6500.0,15.738499,-200.0,-200.0,3.148279,0.01062882,0.51111114,,,
34.0,200.0,445.0,334464.0,7000.0,15.730337,-200.0,-200.0,7.6669617,0.01062882,0.46666667,,,
37.0,100.0,477.0,358464.0,7500.0,15.72327,-200.0,-200.0,24.42863,0.009565938,0.42222223,,,
39.0,200.0,509.0,382464.0,8000.0,15.7170925,-200.0,-200.0,8.921277,0.009565938,0.37777779,,,
42.0,100.0,541.0,406464.0,8500.0,15.711645,-200.0,-200.0,5.46791,0.008609344,0.33333334,,,
44.0,200.0,574.0,430464.0,9000.0,15.679442,-200.0,-200.0,11.510143,0.008609344,0.2888889,,,
47.0,100.0,606.0,454464.0,9500.0,15.676568,-200.0,-200.0,6.7817655,0.0077484096,0.24444444,,,
49.0,200.0,638.0,478464.0,10000.0,15.673982,-200.0,-200.0,11.67104,0.0077484096,0.2,,,
52.0,100.0,670.0,502464.0,10500.0,15.671641,-200.0,-200.0,12.205718,0.006973569,0.2,,,
54.0,200.0,703.0,526464.0,11000.0,15.647226,-200.0,-200.0,14.160105,0.006973569,0.2,,,
57.0,100.0,735.0,550464.0,11500.0,15.646258,-200.0,-200.0,14.577419,0.0062762117,0.2,,,
59.0,200.0,767.0,574464.0,12000.0,15.645371,-200.0,-200.0,15.628762,0.0062762117,0.2,,,
62.0,100.0,800.0,598464.0,12500.0,15.625,-200.0,-200.0,15.039107,0.0056485906,0.2,,,
64.0,200.0,832.0,622464.0,13000.0,15.625,-200.0,-200.0,10.371519,0.0056485906,0.2,,,
67.0,100.0,865.0,646464.0,13500.0,15.606936,-200.0,-200.0,1.4487826,0.005083732,0.2,,,
69.0,200.0,897.0,670464.0,14000.0,15.607581,-200.0,-200.0,8.987361,0.005083732,0.2,,,
72.0,100.0,930.0,694464.0,14500.0,15.591398,-200.0,-200.0,11.287012,0.0045753587,0.2,,,
74.0,200.0,962.0,718464.0,15000.0,15.592516,-200.0,-200.0,20.90555,0.0045753587,0.2,,,
77.0,100.0,994.0,742464.0,15500.0,15.593561,-200.0,-200.0,5.3839626,0.0041178227,0.2,,,
79.0,200.0,1027.0,766464.0,16000.0,15.579357,-200.0,-200.0,9.501157,0.0041178227,0.2,,,
82.0,100.0,1059.0,790464.0,16500.0,15.580736,-200.0,-200.0,3.5825002,0.0037060403,0.2,,,
84.0,200.0,1092.0,814464.0,17000.0,15.567765,-200.0,-200.0,12.632665,0.0037060403,0.2,,,
87.0,100.0,1124.0,838464.0,17500.0,15.569395,-200.0,-200.0,8.61407,0.0033354363,0.2,,,
89.0,200.0,1157.0,862464.0,18000.0,15.557476,-200.0,-200.0,15.215265,0.0033354363,0.2,,,
92.0,100.0,1189.0,886464.0,18500.0,15.559294,-200.0,-200.0,19.421251,0.0030018927,0.2,,,
94.0,200.0,1222.0,910464.0,19000.0,15.548282,-200.0,-200.0,18.772434,0.0030018927,0.2,,,
97.0,100.0,1254.0,934464.0,19500.0,15.55024,-200.0,-200.0,19.07291,0.0027017035,0.2,,,
99.0,200.0,1287.0,958464.0,20000.0,15.540015,-200.0,-200.0,19.169785,0.0027017035,0.2,,,
102.0,100.0,1319.0,982464.0,20500.0,15.542077,-200.0,-200.0,15.270474,0.002431533,0.2,,,
104.0,200.0,1352.0,1006464.0,21000.0,15.532544,-200.0,-200.0,19.270334,0.002431533,0.2,,,
107.0,100.0,1385.0,1030464.0,21500.0,15.523466,-200.0,-200.0,27.02663,0.0021883799,0.2,,,
109.0,200.0,1417.0,1054464.0,22000.0,15.525759,-200.0,-200.0,29.452877,0.0021883799,0.2,,,
112.0,127.0,1449.0,1078464.0,22500.0,15.52795,-173.0,-199.4,14.110741,0.001969542,0.2,,,
115.0,27.0,1482.0,1102464.0,23000.0,15.519568,-200.0,-199.41304,25.446987,0.001969542,0.2,,,
117.0,127.0,1514.0,1126464.0,23500.0,15.521796,-200.0,-199.42554,21.75735,0.0017725877,0.2,,,
120.0,27.0,1547.0,1150464.0,24000.0,15.513898,-200.0,-199.4375,11.820232,0.0017725877,0.2,,,
122.0,127.0,1579.0,1174464.0,24500.0,15.5161495,-200.0,-199.44897,14.339727,0.0015953289,0.2,,,
125.0,27.0,1612.0,1198464.0,25000.0,15.508685,-200.0,-199.46,17.178696,0.0015953289,0.2,,,
128.0,2.0,1644.0,1222464.0,25500.0,15.510949,-200.0,-199.47058,13.91855,0.001435796,0.2,,,
130.0,120.0,1677.0,1246464.0,26000.0,15.503876,-200.0,-199.48077,25.1862,0.001435796,0.2,,,
133.0,48.0,1709.0,1270464.0,26500.0,15.506144,-200.0,-199.49057,6.09186,0.0012922164,0.2,,,
135.0,148.0,1742.0,1294464.0,27000.0,15.499426,-200.0,-199.5,7.38871,0.0012922164,0.2,,,
138.0,75.0,1774.0,1318464.0,27500.0,15.501691,-200.0,-199.5091,13.602135,0.0011629948,0.2,,,
141.0,108.0,1806.0,1342464.0,28000.0,15.503876,-126.0,-198.19643,2.6460302,0.0011629948,0.2,,,
144.0,8.0,1839.0,1366464.0,28500.0,15.497553,-200.0,-198.22807,5.1018767,0.0010466953,0.2,,,
146.0,155.0,1871.0,1390464.0,29000.0,15.499733,-200.0,-198.25862,17.86147,0.0010466953,0.2,,,
149.0,79.0,1904.0,1414464.0,29500.0,15.493697,-200.0,-198.28813,21.293339,0.00094202574,0.2,,,
151.0,179.0,1936.0,1438464.0,30000.0,15.495868,-200.0,-198.31667,13.954245,0.00094202574,0.2,,,
154.0,107.0,1969.0,1462464.0,30500.0,15.490096,-172.0,-197.88524,1.9787486,0.00084782316,0.2,,,
157.0,194.0,2001.0,1486464.0,31000.0,15.492254,-124.0,-196.69354,3.4205894,0.00084782316,0.2,,,
160.0,95.0,2034.0,1510464.0,31500.0,15.486726,-199.0,-196.73016,14.838871,0.00076304085,0.2,,,
162.0,195.0,2066.0,1534464.0,32000.0,15.488868,-200.0,-196.78125,8.111997,0.00076304085,0.2,,,
165.0,165.0,2099.0,1558464.0,32500.0,15.483563,-130.0,-195.75385,9.769767,0.0006867368,0.2,,,
168.0,66.0,2131.0,1582464.0,33000.0,15.485687,-199.0,-195.80302,0.36584595,0.0006867368,0.2,,,
170.0,166.0,2164.0,1606464.0,33500.0,15.480592,-200.0,-195.86568,6.148588,0.0006180631,0.2,,,
173.0,66.0,2196.0,1630464.0,34000.0,15.482696,-200.0,-195.92647,1.4538846,0.0006180631,0.2,,,
175.0,166.0,2229.0,1654464.0,34500.0,15.477793,-200.0,-195.9855,16.441736,0.0005562568,0.2,,,
178.0,66.0,2262.0,1678464.0,35000.0,15.473033,-200.0,-196.04286,4.2964993,0.0005562568,0.2,,,
180.0,166.0,2294.0,1702464.0,35500.0,15.475153,-200.0,-196.09859,22.9477,0.0005006311,0.2,,,
183.0,66.0,2327.0,1726464.0,36000.0,15.470563,-200.0,-196.15277,25.011173,0.0005006311,0.2,,,
185.0,166.0,2359.0,1750464.0,36500.0,15.472658,-200.0,-196.20547,13.095392,0.00045056798,0.2,,,
188.0,66.0,2392.0,1774464.0,37000.0,15.468227,-200.0,-196.25676,32.29501,0.00045056798,0.2,,,
190.0,166.0,2424.0,1798464.0,37500.0,15.470297,-200.0,-196.30667,13.079872,0.00040551118,0.2,,,
193.0,66.0,2457.0,1822464.0,38000.0,15.466016,-200.0,-196.35527,23.459036,0.00040551118,0.2,,,
195.0,166.0,2489.0,1846464.0,38500.0,15.46806,-200.0,-196.4026,19.827925,0.00036496008,0.2,,,
198.0,66.0,2522.0,1870464.0,39000.0,15.463918,-200.0,-196.44872,13.243838,0.00036496008,0.2,,,
200.0,166.0,2554.0,1894464.0,39500.0,15.465936,-200.0,-196.49367,22.38045,0.00032846406,0.2,,,
203.0,66.0,2587.0,1918464.0,40000.0,15.461925,-200.0,-196.5375,9.163847,0.00032846406,0.2,,,
205.0,166.0,2619.0,1942464.0,40500.0,15.463918,-200.0,-196.58025,19.82201,0.00029561765,0.2,,,
208.0,66.0,2652.0,1966464.0,41000.0,15.460031,-200.0,-196.62195,27.65775,0.00029561765,0.2,,,
210.0,166.0,2684.0,1990464.0,41500.0,15.461997,-200.0,-196.66264,36.974667,0.0002660559,0.2,,,
213.0,66.0,2717.0,2014464.0,42000.0,15.458226,-200.0,-196.70238,6.3128395,0.0002660559,0.2,,,
215.0,166.0,2749.0,2038464.0,42500.0,15.460167,-200.0,-196.74118,38.352673,0.00023945031,0.2,,,
218.0,66.0,2782.0,2062464.0,43000.0,15.456506,-200.0,-196.77907,9.215814,0.00023945031,0.2,,,
220.0,166.0,2814.0,2086464.0,43500.0,15.458422,-200.0,-196.81609,29.314713,0.00021550528,0.2,,,
223.0,66.0,2847.0,2110464.0,44000.0,15.4548645,-200.0,-196.85228,29.05053,0.00021550528,0.2,,,
225.0,166.0,2879.0,2134464.0,44500.0,15.456756,-200.0,-196.88763,38.79988,0.00019395475,0.2,,,
228.0,66.0,2912.0,2158464.0,45000.0,15.453297,-200.0,-196.92223,57.925705,0.00019395475,0.2,,,
230.0,166.0,2944.0,2182464.0,45500.0,15.455163,-200.0,-196.95604,23.151426,0.00017455927,0.2,,,
233.0,66.0,2977.0,2206464.0,46000.0,15.4517975,-200.0,-196.98914,51.8313,0.00017455927,0.2,,,
235.0,166.0,3009.0,2230464.0,46500.0,15.453639,-200.0,-197.0215,25.964233,0.00015710335,0.2,,,
238.0,66.0,3042.0,2254464.0,47000.0,15.450361,-200.0,-197.05319,39.75363,0.00015710335,0.2,,,
240.0,166.0,3074.0,2278464.0,47500.0,15.45218,-200.0,-197.08421,6.0362124,0.00014139301,0.2,,,
243.0,66.0,3107.0,2302464.0,48000.0,15.448986,-200.0,-197.11458,38.146034,0.00014139301,0.2,,,
245.0,166.0,3140.0,2326464.0,48500.0,15.44586,-200.0,-197.14433,33.039116,0.0001272537,0.2,,,
248.0,66.0,3172.0,2350464.0,49000.0,15.447667,-200.0,-197.17346,37.635475,0.0001272537,0.2,,,
250.0,166.0,3205.0,2374464.0,49500.0,15.444618,-200.0,-197.20203,23.45055,0.00011452834,0.2,,,
253.0,66.0,3237.0,2398464.0,50000.0,15.446401,-200.0,-197.23,14.097746,0.00011452834,0.2,,,
255.0,166.0,3269.0,2422464.0,50500.0,15.44815,-200.0,-197.23,15.389589,0.0001030755,0.2,,,
258.0,66.0,3302.0,2446464.0,51000.0,15.445185,-200.0,-197.23,44.498108,0.0001030755,0.2,,,
