epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,1.0,,,
2.0,100.0,33.0,22464.0,500.0,15.151515,-200.0,-200.0,0.035973735,0.02,1.0,,,
4.0,200.0,63.0,46464.0,1000.0,15.873015,-200.0,-200.0,0.17643239,0.02,1.0,,,
7.0,100.0,93.0,70464.0,1500.0,16.129032,-200.0,-200.0,0.58154005,0.018,0.95555556,,,
9.0,200.0,123.0,94464.0,2000.0,16.260162,-200.0,-200.0,1.7614006,0.018,0.9111111,,,
12.0,100.0,154.0,118464.0,2500.0,16.233767,-200.0,-200.0,1.3955902,0.0162,0.8666667,,,
14.0,200.0,185.0,142464.0,3000.0,16.216217,-200.0,-200.0,1.8054717,0.0162,0.82222223,,,
17.0,100.0,215.0,166464.0,3500.0,16.27907,-200.0,-200.0,2.6799574,0.01458,0.7777778,,,
19.0,200.0,246.0,190464.0,4000.0,16.260162,-200.0,-200.0,1.6322668,0.01458,0.73333335,,,
22.0,100.0,276.0,214464.0,4500.0,16.304348,-200.0,-200.0,4.222267,0.013122,0.6888889,,,
24.0,200.0,307.0,238464.0,5000.0,16.286646,-200.0,-200.0,4.783068,0.013122,0.64444447,,,
27.0,100.0,338.0,262464.0,5500.0,16.27219,-200.0,-200.0,4.4614406,0.0118098,0.6,,,
29.0,200.0,368.0,286464.0,6000.0,16.304348,-200.0,-200.0,8.857928,0.0118098,0.5555556,,,
32.0,100.0,399.0,310464.0,6500.0,16.290728,-200.0,-200.0,3.946448,0.01062882,0.51111114,,,
34.0,200.0,429.0,334464.0,7000.0,16.317017,-200.0,-200.0,6.456074,0.01062882,0.46666667,,,
37.0,100.0,460.0,358464.0,7500.0,16.304348,-200.0,-200.0,3.1420994,0.009565938,0.42222223,,,
39.0,200.0,491.0,382464.0,8000.0,16.29328,-200.0,-200.0,5.851309,0.009565938,0.37777779,,,
42.0,100.0,522.0,406464.0,8500.0,16.283525,-200.0,-200.0,5.261369,0.008609344,0.33333334,,,
44.0,200.0,553.0,430464.0,9000.0,16.274864,-200.0,-200.0,10.709547,0.008609344,0.2888889,,,
47.0,100.0,584.0,454464.0,9500.0,16.267124,-200.0,-200.0,8.7541485,0.0077484096,0.24444444,,,
49.0,200.0,615.0,478464.0,10000.0,16.260162,-200.0,-200.0,16.487226,0.0077484096,0.2,,,
52.0,100.0,646.0,502464.0,10500.0,16.25387,-200.0,-200.0,9.151449,0.006973569,0.2,,,
54.0,200.0,677.0,526464.0,11000.0,16.248154,-200.0,-200.0,7.4917536,0.006973569,0.2,,,
57.0,100.0,708.0,550464.0,11500.0,16.242937,-200.0,-200.0,11.328945,0.0062762117,0.2,,,
59.0,200.0,739.0,574464.0,12000.0,16.23816,-200.0,-200.0,15.363898,0.0062762117,0.2,,,
62.0,100.0,770.0,598464.0,12500.0,16.233767,-200.0,-200.0,3.5592933,0.0056485906,0.2,,,
64.0,200.0,801.0,622464.0,13000.0,16.229713,-200.0,-200.0,7.31752,0.0056485906,0.2,,,
67.0,100.0,832.0,646464.0,13500.0,16.225962,-200.0,-200.0,15.501849,0.005083732,0.2,,,
69.0,200.0,864.0,670464.0,14000.0,16.203703,-200.0,-200.0,10.541061,0.005083732,0.2,,,
72.0,100.0,895.0,694464.0,14500.0,16.201117,-200.0,-200.0,15.166654,0.0045753587,0.2,,,
74.0,200.0,926.0,718464.0,15000.0,16.198704,-200.0,-200.0,10.356467,0.0045753587,0.2,,,
77.0,100.0,958.0,742464.0,15500.0,16.17954,-200.0,-200.0,12.660613,0.0041178227,0.2,,,
79.0,200.0,989.0,766464.0,16000.0,16.177958,-200.0,-200.0,7.9660177,0.0041178227,0.2,,,
82.0,100.0,1020.0,790464.0,16500.0,16.17647,-200.0,-200.0,9.721294,0.0037060403,0.2,,,
