epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,1.0,,,
2.0,100.0,34.0,22464.0,500.0,14.705882,-200.0,-200.0,0.038717803,0.02,1.0,,,
4.0,200.0,67.0,46464.0,1000.0,14.925373,-200.0,-200.0,0.37972537,0.02,1.0,,,
7.0,100.0,99.0,70464.0,1500.0,15.151515,-200.0,-200.0,0.15952238,0.018,0.95555556,,,
9.0,200.0,133.0,94464.0,2000.0,15.037594,-200.0,-200.0,1.226752,0.018,0.9111111,,,
12.0,100.0,165.0,118464.0,2500.0,15.151515,-200.0,-200.0,2.4501855,0.0162,0.8666667,,,
14.0,200.0,197.0,142464.0,3000.0,15.228426,-200.0,-200.0,1.8898424,0.0162,0.82222223,,,
17.0,100.0,229.0,166464.0,3500.0,15.283843,-200.0,-200.0,3.3049657,0.01458,0.7777778,,,
19.0,200.0,260.0,190464.0,4000.0,15.384615,-200.0,-200.0,4.385486,0.01458,0.73333335,,,
22.0,100.0,292.0,214464.0,4500.0,15.410959,-200.0,-200.0,7.200593,0.013122,0.6888889,,,
24.0,200.0,324.0,238464.0,5000.0,15.432098,-200.0,-200.0,4.8519154,0.013122,0.64444447,,,
27.0,100.0,357.0,262464.0,5500.0,15.406162,-200.0,-200.0,2.8742695,0.0118098,0.6,,,
29.0,200.0,391.0,286464.0,6000.0,15.345268,-200.0,-200.0,6.6802616,0.0118098,0.5555556,,,
32.0,100.0,423.0,310464.0,6500.0,15.36643,-200.0,-200.0,9.594062,0.01062882,0.51111114,,,
34.0,200.0,459.0,334464.0,7000.0,15.250545,-200.0,-200.0,5.424772,0.01062882,0.46666667,,,
37.0,100.0,492.0,358464.0,7500.0,15.243902,-200.0,-200.0,1.4331082,0.009565938,0.42222223,,,
39.0,200.0,524.0,382464.0,8000.0,15.267176,-200.0,-200.0,3.64445,0.009565938,0.37777779,,,
42.0,100.0,556.0,406464.0,8500.0,15.287769,-200.0,-200.0,6.514656,0.008609344,0.33333334,,,
44.0,200.0,588.0,430464.0,9000.0,15.306123,-200.0,-200.0,10.602329,0.008609344,0.2888889,,,
47.0,100.0,621.0,454464.0,9500.0,15.297907,-200.0,-200.0,8.43301,0.0077484096,0.24444444,,,
49.0,200.0,654.0,478464.0,10000.0,15.29052,-200.0,-200.0,6.374258,0.0077484096,0.2,,,
52.0,100.0,686.0,502464.0,10500.0,15.306123,-200.0,-200.0,3.8536563,0.006973569,0.2,,,
54.0,200.0,719.0,526464.0,11000.0,15.2990265,-200.0,-200.0,7.243825,0.006973569,0.2,,,
57.0,100.0,751.0,550464.0,11500.0,15.312916,-200.0,-200.0,7.414023,0.0062762117,0.2,,,
59.0,200.0,784.0,574464.0,12000.0,15.306123,-200.0,-200.0,10.31318,0.0062762117,0.2,,,
62.0,100.0,819.0,598464.0,12500.0,15.262515,-200.0,-200.0,9.33605,0.0056485906,0.2,,,
64.0,200.0,853.0,622464.0,13000.0,15.240328,-200.0,-200.0,4.372217,0.0056485906,0.2,,,
67.0,100.0,886.0,646464.0,13500.0,15.2370205,-200.0,-200.0,10.944504,0.005083732,0.2,,,
69.0,200.0,919.0,670464.0,14000.0,15.23395,-200.0,-200.0,13.468343,0.005083732,0.2,,,
72.0,100.0,951.0,694464.0,14500.0,15.247108,-200.0,-200.0,6.1463423,0.0045753587,0.2,,,
74.0,200.0,987.0,718464.0,15000.0,15.197568,-200.0,-200.0,15.067774,0.0045753587,0.2,,,
77.0,100.0,1020.0,742464.0,15500.0,15.196078,-200.0,-200.0,17.312126,0.0041178227,0.2,,,
79.0,200.0,1053.0,766464.0,16000.0,15.194682,-200.0,-200.0,8.444925,0.0041178227,0.2,,,
82.0,100.0,1086.0,790464.0,16500.0,15.19337,-200.0,-200.0,21.506208,0.0037060403,0.2,,,
84.0,200.0,1118.0,814464.0,17000.0,15.205725,-200.0,-200.0,4.553661,0.0037060403,0.2,,,
87.0,100.0,1152.0,838464.0,17500.0,15.190972,-200.0,-200.0,15.820154,0.0033354363,0.2,,,
89.0,200.0,1184.0,862464.0,18000.0,15.2027025,-200.0,-200.0,24.151323,0.0033354363,0.2,,,
92.0,100.0,1217.0,886464.0,18500.0,15.201315,-200.0,-200.0,10.766285,0.0030018927,0.2,,,
94.0,200.0,1250.0,910464.0,19000.0,15.2,-200.0,-200.0,27.018663,0.0030018927,0.2,,,
97.0,100.0,1286.0,934464.0,19500.0,15.163297,-200.0,-200.0,19.56803,0.0027017035,0.2,,,
99.0,200.0,1320.0,958464.0,20000.0,15.151515,-200.0,-200.0,10.701295,0.0027017035,0.2,,,
102.0,100.0,1353.0,982464.0,20500.0,15.151515,-200.0,-200.0,10.849655,0.002431533,0.2,,,
104.0,200.0,1385.0,1006464.0,21000.0,15.162455,-200.0,-200.0,11.361903,0.002431533,0.2,,,
107.0,100.0,1418.0,1030464.0,21500.0,15.1622,-200.0,-200.0,23.676071,0.0021883799,0.2,,,
109.0,200.0,1451.0,1054464.0,22000.0,15.161958,-200.0,-200.0,19.667488,0.0021883799,0.2,,,
112.0,151.0,1483.0,1078464.0,22500.0,15.171948,-178.0,-199.51111,19.202908,0.001969542,0.2,,,
115.0,68.0,1518.0,1102464.0,23000.0,15.151515,-183.0,-199.15218,7.154344,0.001969542,0.2,,,
117.0,168.0,1551.0,1126464.0,23500.0,15.151515,-200.0,-199.17021,11.194366,0.0017725877,0.2,,,
120.0,68.0,1583.0,1150464.0,24000.0,15.161086,-200.0,-199.1875,10.579256,0.0017725877,0.2,,,
122.0,168.0,1616.0,1174464.0,24500.0,15.160892,-200.0,-199.20409,8.583078,0.0015953289,0.2,,,
125.0,85.0,1649.0,1198464.0,25000.0,15.160704,-200.0,-199.22,13.317147,0.0015953289,0.2,,,
127.0,185.0,1681.0,1222464.0,25500.0,15.169542,-200.0,-199.23529,10.304298,0.001435796,0.2,,,
130.0,85.0,1715.0,1246464.0,26000.0,15.16035,-200.0,-199.25,6.779996,0.001435796,0.2,,,
132.0,185.0,1748.0,1270464.0,26500.0,15.160183,-200.0,-199.26414,11.356292,0.0012922164,0.2,,,
135.0,85.0,1781.0,1294464.0,27000.0,15.160023,-200.0,-199.27777,2.9876063,0.0012922164,0.2,,,
137.0,185.0,1814.0,1318464.0,27500.0,15.159867,-200.0,-199.29091,11.122589,0.0011629948,0.2,,,
140.0,85.0,1849.0,1342464.0,28000.0,15.143321,-200.0,-199.30357,9.410893,0.0011629948,0.2,,,
142.0,185.0,1882.0,1366464.0,28500.0,15.143464,-200.0,-199.3158,6.258512,0.0010466953,0.2,,,
145.0,85.0,1916.0,1390464.0,29000.0,15.135699,-200.0,-199.32759,4.222029,0.0010466953,0.2,,,
147.0,185.0,1949.0,1414464.0,29500.0,15.135967,-200.0,-199.33899,6.4619937,0.00094202574,0.2,,,
150.0,85.0,1981.0,1438464.0,30000.0,15.143867,-200.0,-199.35,11.169852,0.00094202574,0.2,,,
152.0,185.0,2014.0,1462464.0,30500.0,15.143992,-200.0,-199.36066,7.0203977,0.00084782316,0.2,,,
155.0,85.0,2047.0,1486464.0,31000.0,15.144114,-200.0,-199.37097,4.1844,0.00084782316,0.2,,,
157.0,185.0,2079.0,1510464.0,31500.0,15.151515,-200.0,-199.38095,13.865009,0.00076304085,0.2,,,
160.0,85.0,2112.0,1534464.0,32000.0,15.151515,-200.0,-199.39062,5.4918437,0.00076304085,0.2,,,
162.0,185.0,2144.0,1558464.0,32500.0,15.158582,-200.0,-199.4,9.68964,0.0006867368,0.2,,,
165.0,85.0,2177.0,1582464.0,33000.0,15.158475,-200.0,-199.40909,7.3301916,0.0006867368,0.2,,,
167.0,185.0,2210.0,1606464.0,33500.0,15.158371,-200.0,-199.41791,8.291333,0.0006180631,0.2,,,
170.0,85.0,2244.0,1630464.0,34000.0,15.151515,-200.0,-199.42647,6.643633,0.0006180631,0.2,,,
172.0,185.0,2277.0,1654464.0,34500.0,15.151515,-200.0,-199.43478,17.806406,0.0005562568,0.2,,,
175.0,85.0,2309.0,1678464.0,35000.0,15.158077,-200.0,-199.44286,3.0252125,0.0005562568,0.2,,,
177.0,185.0,2342.0,1702464.0,35500.0,15.157985,-200.0,-199.4507,11.540625,0.0005006311,0.2,,,
180.0,85.0,2375.0,1726464.0,36000.0,15.157895,-200.0,-199.45833,21.290348,0.0005006311,0.2,,,
182.0,185.0,2408.0,1750464.0,36500.0,15.157807,-200.0,-199.46576,10.446841,0.00045056798,0.2,,,
185.0,85.0,2440.0,1774464.0,37000.0,15.163935,-200.0,-199.47298,13.72039,0.00045056798,0.2,,,
188.0,31.0,2473.0,1798464.0,37500.0,15.163769,-200.0,-199.48,13.805739,0.00040551118,0.2,,,
190.0,153.0,2505.0,1822464.0,38000.0,15.169661,-200.0,-199.48685,6.927288,0.00040551118,0.2,,,
193.0,100.0,2538.0,1846464.0,38500.0,15.169425,-200.0,-199.4935,21.972893,0.00036496008,0.2,,,
195.0,200.0,2571.0,1870464.0,39000.0,15.169195,-200.0,-199.5,7.372084,0.00036496008,0.2,,,
198.0,100.0,2603.0,1894464.0,39500.0,15.174798,-200.0,-199.50633,7.467938,0.00032846406,0.2,,,
200.0,200.0,2636.0,1918464.0,40000.0,15.174507,-200.0,-199.5125,1.879763,0.00032846406,0.2,,,
203.0,128.0,2670.0,1942464.0,40500.0,15.168539,-200.0,-199.51852,7.9293056,0.00029561765,0.2,,,
206.0,100.0,2704.0,1966464.0,41000.0,15.162722,-174.0,-199.20732,24.273598,0.00029561765,0.2,,,
209.0,39.0,2737.0,1990464.0,41500.0,15.162587,-161.0,-198.747,8.926845,0.0002660559,0.2,,,
212.0,56.0,2772.0,2014464.0,42000.0,15.151515,-173.0,-198.44048,25.713684,0.0002660559,0.2,,,
