epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,1.0,,,
2.0,100.0,35.0,22464.0,500.0,14.285714,-200.0,-200.0,0.038140774,0.02,1.0,,,
4.0,200.0,67.0,46464.0,1000.0,14.925373,-200.0,-200.0,0.5716385,0.02,1.0,,,
7.0,100.0,99.0,70464.0,1500.0,15.151515,-200.0,-200.0,0.52343476,0.018,0.95555556,,,
9.0,200.0,131.0,94464.0,2000.0,15.267176,-200.0,-200.0,0.6451605,0.018,0.9111111,,,
12.0,100.0,163.0,118464.0,2500.0,15.337423,-200.0,-200.0,0.6912956,0.0162,0.8666667,,,
14.0,200.0,196.0,142464.0,3000.0,15.306123,-200.0,-200.0,2.2649312,0.0162,0.82222223,,,
17.0,100.0,228.0,166464.0,3500.0,15.350877,-200.0,-200.0,2.4833648,0.01458,0.7777778,,,
19.0,200.0,261.0,190464.0,4000.0,15.32567,-200.0,-200.0,2.2242005,0.01458,0.73333335,,,
22.0,100.0,294.0,214464.0,4500.0,15.306123,-200.0,-200.0,5.1279445,0.013122,0.6888889,,,
24.0,200.0,326.0,238464.0,5000.0,15.337423,-200.0,-200.0,1.758945,0.013122,0.64444447,,,
27.0,100.0,359.0,262464.0,5500.0,15.320334,-200.0,-200.0,3.9779127,0.0118098,0.6,,,
29.0,200.0,391.0,286464.0,6000.0,15.345268,-200.0,-200.0,7.4112935,0.0118098,0.5555556,,,
32.0,100.0,424.0,310464.0,6500.0,15.330189,-200.0,-200.0,6.774758,0.01062882,0.51111114,,,
34.0,200.0,457.0,334464.0,7000.0,15.3172865,-200.0,-200.0,4.8097878,0.01062882,0.46666667,,,
37.0,100.0,490.0,358464.0,7500.0,15.306123,-200.0,-200.0,12.033098,0.009565938,0.42222223,,,
39.0,200.0,523.0,382464.0,8000.0,15.296367,-200.0,-200.0,5.9466114,0.009565938,0.37777779,,,
42.0,100.0,556.0,406464.0,8500.0,15.287769,-200.0,-200.0,6.2854443,0.008609344,0.33333334,,,
44.0,200.0,589.0,430464.0,9000.0,15.280136,-200.0,-200.0,8.977325,0.008609344,0.2888889,,,
47.0,100.0,622.0,454464.0,9500.0,15.273312,-200.0,-200.0,5.845832,0.0077484096,0.24444444,,,
49.0,200.0,655.0,478464.0,10000.0,15.267176,-200.0,-200.0,1.8552728,0.0077484096,0.2,,,
52.0,100.0,688.0,502464.0,10500.0,15.261628,-200.0,-200.0,12.56627,0.006973569,0.2,,,
54.0,200.0,721.0,526464.0,11000.0,15.256588,-200.0,-200.0,7.8401394,0.006973569,0.2,,,
57.0,100.0,754.0,550464.0,11500.0,15.251989,-200.0,-200.0,14.161385,0.0062762117,0.2,,,
59.0,200.0,787.0,574464.0,12000.0,15.247776,-200.0,-200.0,6.1333323,0.0062762117,0.2,,,
