epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,1.0,,,
2.0,100.0,45.0,22464.0,500.0,11.111111,-200.0,-200.0,0.03176326,0.02,1.0,,,
4.0,200.0,87.0,46464.0,1000.0,11.494253,-200.0,-200.0,0.22912772,0.02,1.0,,,
7.0,100.0,129.0,70464.0,1500.0,11.627907,-200.0,-200.0,0.31813,0.018,0.95555556,,,
9.0,200.0,171.0,94464.0,2000.0,11.695907,-200.0,-200.0,0.2363896,0.018,0.9111111,,,
12.0,100.0,214.0,118464.0,2500.0,11.682243,-200.0,-200.0,1.8192283,0.0162,0.8666667,,,
14.0,200.0,257.0,142464.0,3000.0,11.673152,-200.0,-200.0,2.0519156,0.0162,0.82222223,,,
17.0,100.0,300.0,166464.0,3500.0,11.666667,-200.0,-200.0,1.0947047,0.01458,0.7777778,,,
19.0,200.0,343.0,190464.0,4000.0,11.661808,-200.0,-200.0,1.0495968,0.01458,0.73333335,,,
22.0,100.0,386.0,214464.0,4500.0,11.658031,-200.0,-200.0,1.648554,0.013122,0.6888889,,,
24.0,200.0,429.0,238464.0,5000.0,11.655012,-200.0,-200.0,6.799436,0.013122,0.64444447,,,
27.0,100.0,472.0,262464.0,5500.0,11.652542,-200.0,-200.0,5.2133093,0.0118098,0.6,,,
29.0,200.0,515.0,286464.0,6000.0,11.650485,-200.0,-200.0,5.440764,0.0118098,0.5555556,,,
32.0,100.0,559.0,310464.0,6500.0,11.627907,-200.0,-200.0,4.1954775,0.01062882,0.51111114,,,
34.0,200.0,602.0,334464.0,7000.0,11.627907,-200.0,-200.0,4.029234,0.01062882,0.46666667,,,
37.0,100.0,646.0,358464.0,7500.0,11.609907,-200.0,-200.0,7.6631756,0.009565938,0.42222223,,,
39.0,200.0,689.0,382464.0,8000.0,11.611031,-200.0,-200.0,4.461879,0.009565938,0.37777779,,,
42.0,100.0,732.0,406464.0,8500.0,11.612021,-200.0,-200.0,5.98475,0.008609344,0.33333334,,,
44.0,200.0,776.0,430464.0,9000.0,11.597939,-200.0,-200.0,6.5553207,0.008609344,0.2888889,,,
47.0,100.0,820.0,454464.0,9500.0,11.585366,-200.0,-200.0,4.8899703,0.0077484096,0.24444444,,,
49.0,200.0,863.0,478464.0,10000.0,11.587485,-200.0,-200.0,7.648178,0.0077484096,0.2,,,
52.0,100.0,907.0,502464.0,10500.0,11.576626,-200.0,-200.0,2.8584151,0.006973569,0.2,,,
54.0,200.0,951.0,526464.0,11000.0,11.5667715,-200.0,-200.0,3.2809353,0.006973569,0.2,,,
57.0,100.0,995.0,550464.0,11500.0,11.557789,-200.0,-200.0,9.670445,0.0062762117,0.2,,,
