epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.02,1.0,,,
2.0,100.0,45.0,22464.0,500.0,11.111111,-200.0,-200.0,0.010953885,0.02,1.0,,,
4.0,200.0,88.0,46464.0,1000.0,11.363636,-200.0,-200.0,0.05922562,0.02,1.0,,,
7.0,100.0,130.0,70464.0,1500.0,11.538462,-200.0,-200.0,0.73392224,0.018,0.95555556,,,
9.0,200.0,172.0,94464.0,2000.0,11.627907,-200.0,-200.0,0.83557,0.018,0.9111111,,,
12.0,100.0,215.0,118464.0,2500.0,11.627907,-200.0,-200.0,1.4584378,0.0162,0.8666667,,,
14.0,200.0,258.0,142464.0,3000.0,11.627907,-200.0,-200.0,3.2606194,0.0162,0.82222223,,,
17.0,100.0,301.0,166464.0,3500.0,11.627907,-200.0,-200.0,2.13227,0.01458,0.7777778,,,
19.0,200.0,343.0,190464.0,4000.0,11.661808,-200.0,-200.0,3.259089,0.01458,0.73333335,,,
22.0,100.0,387.0,214464.0,4500.0,11.627907,-200.0,-200.0,5.9941664,0.013122,0.6888889,,,
24.0,200.0,430.0,238464.0,5000.0,11.627907,-200.0,-200.0,2.533617,0.013122,0.64444447,,,
27.0,100.0,473.0,262464.0,5500.0,11.627907,-200.0,-200.0,1.0598317,0.0118098,0.6,,,
29.0,200.0,516.0,286464.0,6000.0,11.627907,-200.0,-200.0,7.8011208,0.0118098,0.5555556,,,
32.0,100.0,559.0,310464.0,6500.0,11.627907,-200.0,-200.0,6.8428116,0.01062882,0.51111114,,,
34.0,200.0,603.0,334464.0,7000.0,11.6086235,-200.0,-200.0,7.8386755,0.01062882,0.46666667,,,
37.0,100.0,646.0,358464.0,7500.0,11.609907,-200.0,-200.0,7.3769684,0.009565938,0.42222223,,,
39.0,200.0,689.0,382464.0,8000.0,11.611031,-200.0,-200.0,10.830204,0.009565938,0.37777779,,,
42.0,100.0,733.0,406464.0,8500.0,11.59618,-200.0,-200.0,7.4901586,0.008609344,0.33333334,,,
44.0,200.0,776.0,430464.0,9000.0,11.597939,-200.0,-200.0,9.388238,0.008609344,0.2888889,,,
47.0,100.0,819.0,454464.0,9500.0,11.599511,-200.0,-200.0,12.695656,0.0077484096,0.24444444,,,
49.0,200.0,863.0,478464.0,10000.0,11.587485,-200.0,-200.0,13.026185,0.0077484096,0.2,,,
52.0,100.0,907.0,502464.0,10500.0,11.576626,-200.0,-200.0,6.037226,0.006973569,0.2,,,
54.0,200.0,950.0,526464.0,11000.0,11.578947,-200.0,-200.0,15.340349,0.006973569,0.2,,,
57.0,100.0,994.0,550464.0,11500.0,11.569416,-200.0,-200.0,4.7721033,0.0062762117,0.2,,,
59.0,200.0,1038.0,574464.0,12000.0,11.560694,-200.0,-200.0,2.5124803,0.0062762117,0.2,,,
62.0,100.0,1081.0,598464.0,12500.0,11.563367,-200.0,-200.0,12.2764845,0.0056485906,0.2,,,
64.0,200.0,1125.0,622464.0,13000.0,11.555555,-200.0,-200.0,16.870337,0.0056485906,0.2,,,
67.0,100.0,1169.0,646464.0,13500.0,11.548332,-200.0,-200.0,18.38244,0.005083732,0.2,,,
69.0,200.0,1213.0,670464.0,14000.0,11.541633,-200.0,-200.0,3.4786022,0.005083732,0.2,,,
72.0,100.0,1257.0,694464.0,14500.0,11.535401,-200.0,-200.0,8.019054,0.0045753587,0.2,,,
74.0,200.0,1302.0,718464.0,15000.0,11.520738,-200.0,-200.0,10.078449,0.0045753587,0.2,,,
77.0,100.0,1347.0,742464.0,15500.0,11.507052,-200.0,-200.0,18.365158,0.0041178227,0.2,,,
